id,dti,mort_acc,il_util,total_il_high_credit_limit,bc_util,all_util,tot_coll_amt,revol_util,total_rev_hi_lim,open_act_il,bc_open_to_buy,num_actv_rev_tl,num_bc_sats,delinq_amnt,open_acc,tot_cur_bal,num_actv_bc_tl,total_bc_limit,acc_now_delinq
562,13.9,0.0,,36953.0,73.2,,62.0,22.5,4300.0,,214.0,2.0,1.0,0.0,7.0,31055.0,1.0,800.0,0.0
563,12.77,3.0,,23654.0,41.4,,0.0,43.5,2800.0,,1464.0,4.0,3.0,0.0,9.0,82262.0,3.0,2500.0,0.0
564,17.75,0.0,,14763.0,30.0,,0.0,45.7,55300.0,,28197.0,5.0,6.0,0.0,10.0,40388.0,4.0,40300.0,0.0
565,25.62,1.0,,46382.0,30.2,,475.0,40.2,17000.0,,1396.0,6.0,1.0,0.0,16.0,220476.0,1.0,2000.0,0.0
566,36.74,0.0,,19625.0,48.9,,0.0,43.3,31000.0,,13542.0,7.0,4.0,172.0,9.0,22533.0,5.0,26500.0,1.0
567,21.91,5.0,,62031.0,36.6,,0.0,48.6,83900.0,,25427.0,7.0,3.0,0.0,13.0,215938.0,3.0,40100.0,0.0
568,6.56,1.0,,15731.0,19.6,,0.0,22.0,45700.0,,23887.0,4.0,4.0,0.0,8.0,105373.0,3.0,29700.0,0.0
569,14.47,2.0,,14556.0,73.6,,0.0,42.0,440300.0,,5668.0,7.0,5.0,0.0,20.0,644295.0,4.0,21500.0,0.0
570,4.44,2.0,,13130.0,94.5,,1016.0,86.3,60500.0,,24083.0,3.0,3.0,0.0,9.0,576186.0,3.0,58900.0,0.0
571,30.9,3.0,,45406.0,31.1,,0.0,20.7,15000.0,,6893.0,1.0,1.0,0.0,6.0,184262.0,1.0,10000.0,0.0
572,18.69,0.0,,30121.0,50.7,,0.0,47.9,66300.0,,30720.0,6.0,6.0,0.0,8.0,61079.0,5.0,62300.0,0.0
573,29.11,1.0,,53518.0,61.9,,925.0,67.6,31600.0,,8988.0,5.0,8.0,0.0,18.0,159587.0,4.0,23600.0,0.0
574,30.49,4.0,,33916.0,52.5,,0.0,76.9,38100.0,,7032.0,6.0,3.0,0.0,11.0,310748.0,3.0,14800.0,0.0
575,8.58,0.0,,0.0,72.2,,0.0,67.4,11600.0,,2331.0,5.0,4.0,0.0,6.0,7813.0,4.0,8400.0,0.0
576,25.36,3.0,,58413.0,90.4,,0.0,64.9,30600.0,,2106.0,5.0,6.0,0.0,10.0,54708.0,4.0,21900.0,0.0
577,17.04,0.0,,74960.0,80.3,,0.0,60.4,43900.0,,3732.0,17.0,10.0,0.0,23.0,93425.0,10.0,18900.0,0.0
578,12.72,6.0,,14301.0,40.0,,0.0,38.5,134700.0,,76306.0,11.0,15.0,0.0,19.0,505488.0,10.0,127200.0,0.0
579,16.06,0.0,,23429.0,52.1,,0.0,44.6,32300.0,,10732.0,5.0,6.0,0.0,13.0,31986.0,3.0,22400.0,0.0
580,12.85,4.0,,61692.0,35.1,,0.0,33.9,85800.0,,53890.0,4.0,7.0,0.0,14.0,654282.0,4.0,83000.0,0.0
581,24.06,7.0,,34432.0,98.8,,0.0,78.8,19600.0,,93.0,5.0,3.0,0.0,10.0,202427.0,3.0,7700.0,0.0
582,8.82,1.0,,23987.0,0.0,,0.0,40.9,12400.0,,5000.0,3.0,1.0,0.0,8.0,152290.0,0.0,5000.0,0.0
583,13.78,4.0,,118138.0,77.9,,0.0,76.0,22900.0,,4915.0,5.0,4.0,0.0,16.0,130708.0,4.0,22200.0,0.0
584,19.83,5.0,,21750.0,23.5,,0.0,21.5,325400.0,,144865.0,14.0,17.0,0.0,27.0,245221.0,10.0,189300.0,0.0
585,10.27,1.0,,18729.0,40.1,,0.0,32.9,26800.0,,12513.0,8.0,9.0,0.0,14.0,16302.0,7.0,20900.0,0.0
586,13.9,3.0,,0.0,60.0,,0.0,53.9,70600.0,,24761.0,8.0,7.0,0.0,10.0,207796.0,7.0,61900.0,0.0
587,27.49,7.0,,52723.0,90.6,,0.0,79.6,64100.0,,3817.0,8.0,5.0,0.0,15.0,211064.0,4.0,40400.0,0.0
588,25.91,0.0,,27715.0,53.0,,0.0,51.4,78400.0,,35097.0,14.0,15.0,0.0,23.0,51241.0,12.0,74700.0,0.0
589,17.21,1.0,,28280.0,62.6,,0.0,75.7,12700.0,,2540.0,4.0,4.0,0.0,7.0,292688.0,3.0,6800.0,0.0
590,14.74,3.0,,9384.0,28.0,,0.0,34.7,101500.0,,59497.0,7.0,7.0,0.0,13.0,120772.0,5.0,82600.0,0.0
591,9.44,1.0,,0.0,50.5,,0.0,50.5,9100.0,,3518.0,6.0,5.0,0.0,10.0,146053.0,3.0,7100.0,0.0
592,7.18,0.0,,185483.0,28.8,,0.0,25.1,86900.0,,53703.0,6.0,12.0,0.0,20.0,201008.0,5.0,75400.0,0.0
593,4.53,7.0,,8000.0,29.0,,0.0,29.0,4200.0,,2984.0,3.0,3.0,0.0,7.0,379626.0,3.0,4200.0,0.0
594,14.4,0.0,,132946.0,90.5,,0.0,90.5,16000.0,,1525.0,5.0,6.0,0.0,21.0,145382.0,5.0,16000.0,0.0
595,21.55,2.0,,5940.0,79.2,,0.0,55.0,61200.0,,8206.0,6.0,6.0,0.0,13.0,212117.0,4.0,39500.0,0.0
596,26.32,1.0,,90202.0,78.2,,0.0,51.2,33400.0,,2115.0,11.0,5.0,0.0,17.0,262254.0,4.0,9700.0,0.0
597,24.37,0.0,,83817.0,61.0,,735.0,31.3,14100.0,,1872.0,6.0,2.0,0.0,11.0,72743.0,2.0,4800.0,0.0
598,12.25,1.0,,55345.0,16.5,,0.0,14.3,30700.0,,22320.0,3.0,4.0,0.0,9.0,310111.0,3.0,26900.0,0.0
599,22.2,2.0,,71754.0,98.1,,0.0,98.1,42000.0,,798.0,2.0,2.0,0.0,5.0,363794.0,2.0,42000.0,0.0
600,26.48,2.0,,22300.0,96.8,,0.0,95.0,27800.0,,704.0,4.0,3.0,0.0,8.0,178256.0,3.0,21800.0,0.0
601,13.81,0.0,,0.0,88.1,,0.0,88.1,16300.0,,1942.0,2.0,3.0,0.0,3.0,14358.0,2.0,16300.0,0.0
602,11.01,2.0,,28750.0,69.6,,0.0,61.4,25400.0,,6803.0,5.0,6.0,0.0,13.0,103532.0,5.0,22400.0,0.0
603,8.55,0.0,,19087.0,19.7,,0.0,19.7,17100.0,,13731.0,4.0,7.0,0.0,9.0,20432.0,4.0,17100.0,0.0
604,38.42,4.0,,39842.0,26.8,,0.0,32.2,51500.0,,26806.0,7.0,6.0,0.0,11.0,55036.0,5.0,36600.0,0.0
605,15.2,3.0,,20430.0,29.8,,307.0,28.1,16500.0,,7509.0,9.0,5.0,0.0,10.0,19172.0,5.0,10700.0,0.0
606,18.18,3.0,,63538.0,97.8,,0.0,72.0,22100.0,,244.0,5.0,2.0,0.0,8.0,505976.0,2.0,11000.0,0.0
607,22.28,0.0,,10319.0,83.9,,0.0,93.1,17800.0,,1253.0,7.0,6.0,0.0,9.0,20850.0,5.0,7800.0,0.0
608,13.54,5.0,,43203.0,98.8,,0.0,96.5,24600.0,,119.0,4.0,3.0,0.0,7.0,42889.0,3.0,10200.0,0.0
609,17.01,2.0,,25582.0,86.3,,0.0,74.7,26500.0,,2318.0,6.0,3.0,0.0,9.0,36755.0,3.0,16900.0,0.0
610,13.42,4.0,,48812.0,55.8,,150.0,55.8,7700.0,,3407.0,1.0,2.0,0.0,6.0,168248.0,1.0,7700.0,0.0
611,37.73,1.0,,94261.0,99.7,,0.0,92.7,40700.0,,66.0,11.0,5.0,0.0,18.0,102792.0,5.0,24000.0,0.0
612,12.7,0.0,,11315.0,29.1,,0.0,30.2,46100.0,,26444.0,10.0,8.0,0.0,16.0,22263.0,7.0,37300.0,0.0
613,14.12,0.0,,37764.0,30.8,,0.0,27.4,56100.0,,34549.0,5.0,9.0,0.0,18.0,49595.0,5.0,49900.0,0.0
614,26.24,5.0,,24399.0,15.7,,0.0,8.7,9800.0,,3034.0,2.0,2.0,0.0,8.0,14412.0,1.0,3600.0,0.0
615,27.8,4.0,,0.0,67.9,,0.0,65.6,44000.0,,9423.0,7.0,6.0,0.0,12.0,150809.0,4.0,29400.0,0.0
616,23.95,3.0,,197107.0,92.2,,0.0,92.2,44300.0,,1354.0,6.0,3.0,0.0,9.0,412722.0,3.0,17300.0,0.0
617,5.67,6.0,,0.0,21.5,,0.0,18.2,305300.0,,130593.0,6.0,6.0,0.0,13.0,452552.0,5.0,168000.0,0.0
618,25.39,0.0,,0.0,76.7,,0.0,72.0,16000.0,,2473.0,9.0,6.0,0.0,10.0,11524.0,6.0,10600.0,0.0
619,5.94,0.0,,0.0,73.2,,0.0,78.2,15900.0,,2980.0,4.0,3.0,0.0,5.0,12632.0,3.0,11100.0,0.0
620,15.92,2.0,,242219.0,67.6,,0.0,72.6,62800.0,,7884.0,6.0,4.0,0.0,14.0,672783.0,4.0,24300.0,0.0
621,23.84,3.0,,82088.0,76.4,,284.0,73.8,30400.0,,6952.0,5.0,5.0,0.0,11.0,271030.0,5.0,29400.0,0.0
622,23.38,1.0,,27363.0,97.0,,0.0,65.4,10400.0,,176.0,4.0,2.0,0.0,8.0,155414.0,2.0,5800.0,0.0
623,18.66,1.0,,12552.0,85.1,,0.0,78.4,7600.0,,1040.0,4.0,4.0,0.0,7.0,25376.0,4.0,7000.0,0.0
624,31.82,0.0,,61029.0,35.8,,0.0,38.6,21600.0,,9894.0,4.0,2.0,0.0,12.0,41033.0,1.0,15400.0,0.0
625,13.79,3.0,,39333.0,94.0,,0.0,94.0,12000.0,,724.0,1.0,1.0,0.0,4.0,246791.0,1.0,12000.0,0.0
626,6.74,0.0,,124911.0,59.5,,0.0,40.8,44200.0,,12268.0,3.0,5.0,0.0,23.0,142952.0,2.0,30300.0,0.0
627,3.38,7.0,,13099.0,2.1,,0.0,2.1,55500.0,,54338.0,2.0,3.0,0.0,6.0,502620.0,2.0,55500.0,0.0
628,23.52,3.0,,37861.0,72.0,,0.0,62.6,77200.0,,18301.0,9.0,7.0,0.0,13.0,249571.0,6.0,65300.0,0.0
629,10.4,1.0,,5100.0,45.1,,0.0,42.3,24100.0,,11863.0,10.0,11.0,0.0,17.0,178618.0,8.0,21600.0,0.0
630,20.57,2.0,,36049.0,85.6,,0.0,72.1,19400.0,,1538.0,10.0,8.0,0.0,17.0,119387.0,5.0,10700.0,0.0
631,1.32,0.0,,0.0,5.7,,0.0,9.6,50000.0,,41489.0,3.0,5.0,0.0,7.0,4799.0,2.0,44000.0,0.0
632,18.67,0.0,,56622.0,41.5,,2113.0,32.0,20600.0,,7424.0,7.0,6.0,0.0,29.0,54767.0,5.0,12700.0,0.0
633,10.26,1.0,,54009.0,96.0,,0.0,95.0,15500.0,,570.0,4.0,2.0,0.0,8.0,416879.0,2.0,14100.0,0.0
634,26.35,3.0,,36081.0,32.1,,0.0,56.3,51300.0,,9369.0,8.0,4.0,0.0,14.0,111655.0,3.0,13800.0,0.0
635,15.39,0.0,,25110.0,29.9,,0.0,33.5,33100.0,,14310.0,5.0,5.0,0.0,8.0,33182.0,4.0,20400.0,0.0
636,9.66,5.0,,63367.0,63.4,,0.0,57.7,53000.0,,8792.0,5.0,3.0,0.0,13.0,648782.0,2.0,24000.0,0.0
637,19.9,3.0,,19315.0,52.3,,186.0,47.5,34800.0,,8260.0,9.0,5.0,0.0,21.0,28746.0,5.0,17300.0,0.0
638,16.65,4.0,,50179.0,59.4,,0.0,59.4,45200.0,,18367.0,5.0,5.0,0.0,9.0,256442.0,5.0,45200.0,0.0
639,10.97,0.0,,11500.0,4.9,,0.0,19.3,30000.0,,20549.0,4.0,4.0,0.0,9.0,17286.0,3.0,21600.0,0.0
640,16.62,0.0,,25050.0,54.0,,0.0,50.3,23500.0,,8508.0,5.0,4.0,0.0,8.0,27150.0,4.0,18500.0,0.0
641,26.18,0.0,,21000.0,86.3,,0.0,76.9,29100.0,,2979.0,11.0,8.0,0.0,14.0,39631.0,8.0,21800.0,0.0
642,9.68,2.0,,77326.0,15.2,,0.0,15.1,65400.0,,49168.0,4.0,4.0,0.0,14.0,391813.0,3.0,58000.0,0.0
643,10.5,1.0,,8812.0,66.8,,702.0,46.4,9600.0,,166.0,3.0,1.0,0.0,8.0,329530.0,1.0,500.0,0.0
644,20.47,0.0,,10213.0,19.8,,0.0,18.9,35400.0,,25907.0,5.0,5.0,0.0,9.0,15518.0,5.0,34900.0,0.0
645,16.07,2.0,,0.0,15.9,,0.0,15.9,43200.0,,36351.0,2.0,4.0,0.0,6.0,6849.0,2.0,43200.0,0.0
646,20.95,0.0,,21767.0,94.1,,0.0,90.9,11700.0,,669.0,2.0,2.0,0.0,4.0,24054.0,2.0,11300.0,0.0
647,28.49,1.0,,25208.0,93.3,,0.0,86.8,40200.0,,1729.0,17.0,10.0,0.0,18.0,60118.0,10.0,25900.0,0.0
648,25.69,1.0,,40406.0,66.6,,0.0,46.1,11400.0,,1806.0,6.0,3.0,0.0,11.0,132090.0,2.0,5400.0,0.0
649,5.4,8.0,,28421.0,63.7,,0.0,55.7,14500.0,,1017.0,5.0,1.0,0.0,12.0,327323.0,1.0,2800.0,0.0
650,18.0,3.0,,0.0,38.6,,0.0,37.9,31200.0,,18598.0,8.0,9.0,0.0,11.0,11827.0,7.0,30300.0,0.0
651,30.76,2.0,,30677.0,86.4,,0.0,64.9,35700.0,,1241.0,5.0,3.0,0.0,12.0,201114.0,3.0,9100.0,0.0
652,21.94,3.0,,13000.0,97.7,,0.0,97.7,105800.0,,1529.0,5.0,4.0,0.0,8.0,511957.0,4.0,65800.0,0.0
653,8.06,7.0,,52809.0,39.9,,0.0,34.4,62800.0,,21442.0,6.0,4.0,0.0,15.0,457175.0,2.0,35700.0,0.0
654,2.14,0.0,,0.0,95.5,,0.0,95.5,5700.0,,256.0,2.0,3.0,0.0,3.0,5444.0,2.0,5700.0,0.0
655,11.08,0.0,,50044.0,66.4,,0.0,40.0,12700.0,,2014.0,4.0,2.0,0.0,13.0,48818.0,2.0,6000.0,0.0
656,13.8,3.0,,47247.0,74.7,,0.0,67.4,72000.0,,7600.0,8.0,4.0,0.0,12.0,237863.0,3.0,44700.0,0.0
657,14.29,1.0,,10000.0,56.1,,0.0,52.7,19700.0,,8121.0,3.0,4.0,0.0,7.0,20169.0,3.0,18500.0,0.0
658,13.65,0.0,,150629.0,89.5,,9132.0,32.3,13500.0,,315.0,4.0,2.0,0.0,10.0,152096.0,2.0,3000.0,0.0
659,23.12,0.0,,36286.0,45.5,,0.0,37.9,9800.0,,4033.0,8.0,7.0,0.0,15.0,44066.0,6.0,7400.0,0.0
660,20.13,0.0,,47445.0,80.5,,0.0,81.9,14000.0,,2144.0,7.0,5.0,0.0,10.0,53652.0,5.0,11000.0,0.0
661,13.6,0.0,,32125.0,59.5,,0.0,59.5,34500.0,,13971.0,2.0,2.0,0.0,7.0,33078.0,2.0,34500.0,0.0
662,8.74,0.0,,17021.0,89.7,,0.0,70.9,11800.0,,185.0,4.0,2.0,0.0,5.0,18559.0,2.0,1800.0,0.0
663,22.95,0.0,,102029.0,78.0,,0.0,76.4,9600.0,,2066.0,3.0,3.0,0.0,7.0,94707.0,3.0,9400.0,0.0
664,21.75,0.0,,25400.0,60.9,,0.0,50.0,8900.0,,2854.0,3.0,4.0,0.0,8.0,27582.0,3.0,7300.0,0.0
665,16.43,5.0,,84113.0,46.5,,0.0,40.5,42200.0,,19630.0,3.0,5.0,0.0,12.0,415054.0,3.0,36700.0,0.0
666,3.7,0.0,,0.0,64.1,,0.0,62.7,31200.0,,8071.0,6.0,5.0,0.0,9.0,19549.0,4.0,22500.0,0.0
667,22.17,3.0,,53667.0,29.6,,0.0,24.3,98700.0,,75427.0,5.0,4.0,0.0,9.0,59067.0,2.0,87400.0,0.0
668,14.17,0.0,,0.0,100.0,,0.0,100.0,13100.0,,6.0,4.0,4.0,0.0,5.0,20469.0,4.0,13100.0,0.0
669,19.27,2.0,,17357.0,86.9,,0.0,79.7,70400.0,,8129.0,5.0,6.0,0.0,9.0,69636.0,4.0,61900.0,0.0
670,9.96,1.0,,0.0,48.5,,0.0,42.0,26100.0,,4535.0,6.0,4.0,0.0,9.0,10973.0,4.0,8800.0,0.0
671,21.12,3.0,,51991.0,89.8,,0.0,79.4,25900.0,,1172.0,5.0,1.0,0.0,8.0,285934.0,1.0,11500.0,0.0
672,15.25,2.0,,50141.0,49.4,,0.0,49.4,12000.0,,6071.0,2.0,2.0,0.0,8.0,36008.0,2.0,12000.0,0.0
673,5.57,4.0,,0.0,70.0,,84.0,44.3,18800.0,,3355.0,4.0,3.0,0.0,8.0,94058.0,3.0,11200.0,0.0
674,11.63,1.0,,27166.0,75.6,,66.0,67.9,28500.0,,4391.0,8.0,8.0,0.0,13.0,45507.0,5.0,18000.0,0.0
675,7.41,1.0,,25449.0,77.9,,0.0,56.3,40900.0,,5397.0,5.0,3.0,0.0,8.0,220380.0,3.0,24400.0,0.0
676,14.4,0.0,,29870.0,49.1,,0.0,41.9,11300.0,,4883.0,6.0,5.0,0.0,9.0,19413.0,5.0,9600.0,0.0
677,27.25,2.0,,39362.0,96.4,,0.0,58.0,16900.0,,315.0,6.0,3.0,0.0,11.0,228769.0,3.0,8700.0,0.0
678,17.52,1.0,,10000.0,97.6,,0.0,79.0,10100.0,,148.0,8.0,4.0,0.0,10.0,25598.0,4.0,6100.0,0.0
679,6.26,0.0,,45625.0,96.4,,0.0,95.1,13900.0,,441.0,8.0,6.0,0.0,19.0,68360.0,6.0,12400.0,0.0
680,25.15,0.0,,13813.0,95.9,,0.0,81.6,14300.0,,276.0,6.0,4.0,0.0,9.0,21986.0,4.0,6800.0,0.0
681,9.58,5.0,,81840.0,80.1,,0.0,71.8,227800.0,,26339.0,9.0,9.0,0.0,20.0,631193.0,7.0,132400.0,0.0
682,18.12,2.0,,28963.0,28.9,,0.0,24.4,38800.0,,23331.0,7.0,7.0,0.0,11.0,393363.0,7.0,32800.0,0.0
683,21.17,6.0,,38909.0,45.1,,303.0,58.4,27800.0,,8122.0,7.0,4.0,0.0,13.0,145773.0,3.0,14800.0,0.0
684,12.94,0.0,,29113.0,87.7,,209.0,49.3,8000.0,,552.0,4.0,4.0,0.0,6.0,23231.0,4.0,4500.0,0.0
685,21.16,1.0,,52550.0,47.9,,0.0,39.2,22900.0,,9112.0,2.0,3.0,0.0,12.0,140909.0,1.0,17500.0,0.0
686,28.02,1.0,,54081.0,64.8,,1072.0,45.9,28590.0,,3274.0,9.0,2.0,0.0,15.0,293716.0,2.0,9300.0,0.0
687,12.44,0.0,,32998.0,0.0,,0.0,0.0,25500.0,,23992.0,1.0,1.0,0.0,5.0,21575.0,1.0,24000.0,0.0
688,14.25,0.0,,7500.0,30.8,,0.0,25.5,14400.0,,6023.0,4.0,3.0,0.0,9.0,5025.0,2.0,8700.0,0.0
689,14.19,0.0,,39471.0,32.7,,0.0,32.7,12000.0,,8077.0,1.0,1.0,0.0,4.0,31134.0,1.0,12000.0,0.0
690,15.73,4.0,,27243.0,25.3,,1244.0,25.5,8100.0,,3435.0,3.0,4.0,0.0,11.0,92913.0,2.0,4600.0,0.0
691,22.73,0.0,,29743.0,72.0,,0.0,48.8,50900.0,,4455.0,13.0,8.0,0.0,21.0,51575.0,8.0,15900.0,0.0
692,11.07,0.0,,29875.0,28.2,,0.0,28.2,27100.0,,19461.0,2.0,3.0,0.0,5.0,17139.0,2.0,27100.0,0.0
693,16.79,0.0,,37117.0,92.3,,0.0,97.1,15900.0,,453.0,4.0,3.0,0.0,6.0,43822.0,3.0,5900.0,0.0
694,7.67,1.0,,27330.0,68.2,,0.0,68.2,19300.0,,6141.0,1.0,1.0,0.0,3.0,351687.0,1.0,19300.0,0.0
695,24.28,4.0,,46668.0,97.2,,1443.0,66.6,7300.0,,141.0,4.0,4.0,0.0,14.0,45764.0,4.0,5000.0,0.0
696,20.23,2.0,,24631.0,49.1,,0.0,32.7,14800.0,,4891.0,4.0,3.0,0.0,9.0,26102.0,3.0,9600.0,0.0
697,12.87,5.0,,75217.0,69.4,,0.0,76.0,109000.0,,22608.0,4.0,3.0,0.0,9.0,776862.0,3.0,74000.0,0.0
698,19.02,2.0,,30617.0,40.2,,0.0,30.1,33600.0,,9690.0,9.0,6.0,0.0,20.0,220972.0,5.0,16200.0,0.0
699,19.97,1.0,,24693.0,59.8,,0.0,52.2,18200.0,,6397.0,4.0,4.0,0.0,8.0,69361.0,4.0,15900.0,0.0
700,12.73,2.0,,46210.0,56.4,,0.0,36.7,46500.0,,9801.0,9.0,5.0,0.0,18.0,229995.0,3.0,22500.0,0.0
701,38.12,0.0,,14000.0,96.9,,0.0,55.3,16900.0,,134.0,9.0,3.0,0.0,14.0,20030.0,3.0,4300.0,0.0
702,23.47,0.0,,50425.0,95.9,,0.0,93.1,11000.0,,328.0,3.0,2.0,0.0,7.0,57067.0,2.0,8000.0,0.0
703,6.55,4.0,,7201.0,98.7,,0.0,78.4,47300.0,,379.0,6.0,2.0,0.0,8.0,162596.0,2.0,30300.0,0.0
704,14.76,0.0,,13725.0,30.2,,0.0,44.9,31200.0,,11514.0,3.0,2.0,0.0,7.0,20789.0,2.0,16500.0,0.0
705,5.32,4.0,,11000.0,97.5,,0.0,73.1,41000.0,,944.0,3.0,3.0,0.0,8.0,322652.0,3.0,37000.0,0.0
706,24.46,2.0,,13970.0,96.0,,0.0,75.8,223100.0,,498.0,7.0,3.0,0.0,9.0,549422.0,3.0,12600.0,0.0
707,18.34,1.0,,13197.0,81.4,,0.0,77.8,6800.0,,670.0,8.0,5.0,0.0,9.0,12174.0,5.0,3600.0,0.0
708,19.43,0.0,,0.0,10.9,,0.0,24.5,5800.0,,1248.0,3.0,2.0,0.0,4.0,1419.0,1.0,1400.0,0.0
709,16.55,0.0,,17406.0,85.8,,0.0,34.3,23400.0,,1135.0,9.0,3.0,0.0,16.0,17508.0,3.0,8000.0,0.0
710,12.12,0.0,,48766.0,55.5,,0.0,48.3,18700.0,,7261.0,3.0,7.0,0.0,19.0,39867.0,3.0,16300.0,0.0
711,26.17,2.0,,94188.0,99.5,,0.0,99.5,7300.0,,157.0,6.0,6.0,0.0,13.0,76186.0,6.0,7300.0,0.0
712,24.76,7.0,,51628.0,92.2,,413.0,88.3,30300.0,,570.0,5.0,2.0,0.0,11.0,527086.0,2.0,7300.0,0.0
713,24.22,0.0,,82727.0,70.7,,0.0,59.4,22700.0,,4956.0,12.0,8.0,0.0,26.0,94998.0,8.0,16900.0,0.0
714,5.93,0.0,,0.0,40.5,,238.0,27.9,52900.0,,18908.0,7.0,7.0,0.0,16.0,14734.0,4.0,31800.0,0.0
715,16.23,1.0,,15000.0,96.5,,0.0,59.8,24400.0,,409.0,9.0,4.0,0.0,14.0,19941.0,4.0,11800.0,0.0
716,5.59,2.0,,11430.0,89.6,,0.0,70.4,12200.0,,570.0,3.0,2.0,0.0,8.0,94094.0,2.0,5500.0,0.0
717,7.3,1.0,,0.0,90.8,,0.0,64.3,11600.0,,535.0,5.0,2.0,0.0,10.0,7459.0,2.0,5800.0,0.0
718,8.97,0.0,,25523.0,79.8,,0.0,76.7,28200.0,,3684.0,5.0,4.0,0.0,6.0,36260.0,4.0,18200.0,0.0
719,13.73,2.0,,46000.0,53.4,,0.0,53.4,44000.0,,20514.0,5.0,5.0,0.0,8.0,172214.0,5.0,44000.0,0.0
720,29.78,0.0,,30755.0,12.4,,0.0,11.4,57900.0,,45543.0,4.0,5.0,0.0,11.0,31333.0,3.0,52000.0,0.0
721,24.17,2.0,,28000.0,50.5,,0.0,43.7,49500.0,,18627.0,10.0,10.0,0.0,18.0,134690.0,7.0,37600.0,0.0
722,14.4,3.0,,0.0,92.8,,0.0,79.3,38600.0,,1496.0,5.0,3.0,0.0,8.0,143641.0,3.0,20800.0,0.0
723,8.72,2.0,,28600.0,100.5,,0.0,100.5,22000.0,,0.0,1.0,1.0,0.0,4.0,42813.0,1.0,22000.0,0.0
724,19.32,0.0,,25210.0,82.1,,0.0,36.5,10800.0,,857.0,2.0,2.0,0.0,6.0,22900.0,2.0,4800.0,0.0
725,12.99,3.0,,101309.0,95.5,,0.0,54.9,18100.0,,470.0,2.0,2.0,0.0,8.0,389897.0,2.0,10400.0,0.0
726,12.76,1.0,,10749.0,45.0,,0.0,53.1,3100.0,,385.0,6.0,2.0,0.0,9.0,119596.0,2.0,700.0,0.0
727,26.6,2.0,,57338.0,36.2,,0.0,31.6,29000.0,,12123.0,10.0,4.0,0.0,16.0,81420.0,3.0,19000.0,0.0
728,14.13,2.0,,0.0,34.7,,0.0,34.7,73200.0,,47798.0,5.0,6.0,0.0,7.0,160829.0,5.0,73200.0,0.0
729,7.29,0.0,,14600.0,92.1,,452.0,49.9,6100.0,,63.0,3.0,1.0,0.0,5.0,11347.0,1.0,800.0,0.0
730,28.21,3.0,,89207.0,46.6,,0.0,48.8,59400.0,,24559.0,9.0,6.0,0.0,18.0,398067.0,6.0,46000.0,0.0
731,5.51,4.0,,27128.0,0.1,,0.0,0.1,56000.0,,55919.0,1.0,4.0,0.0,7.0,539707.0,1.0,56000.0,0.0
732,24.85,0.0,,36658.0,10.0,,0.0,10.0,114400.0,,90134.0,10.0,12.0,0.0,19.0,37684.0,8.0,100100.0,0.0
733,11.65,4.0,,11177.0,90.3,,0.0,78.6,13600.0,,280.0,8.0,3.0,0.0,10.0,98745.0,3.0,2900.0,0.0
734,0.87,0.0,,0.0,1.9,,1344.0,1.9,4000.0,,3925.0,1.0,2.0,0.0,2.0,75.0,1.0,4000.0,0.0
735,21.0,4.0,,78820.0,59.9,,0.0,56.4,123900.0,,21844.0,14.0,11.0,0.0,23.0,444925.0,10.0,54500.0,0.0
736,6.04,9.0,,0.0,99.4,,0.0,99.4,12000.0,,71.0,3.0,3.0,0.0,5.0,264072.0,3.0,12000.0,0.0
737,14.09,7.0,,108453.0,76.4,,0.0,60.0,25600.0,,4735.0,2.0,3.0,0.0,13.0,238859.0,2.0,20100.0,0.0
738,23.24,0.0,,10000.0,82.5,,0.0,48.0,12000.0,,1138.0,5.0,4.0,0.0,8.0,13378.0,3.0,6500.0,0.0
739,18.42,2.0,,18667.0,92.5,,0.0,92.4,13800.0,,956.0,4.0,3.0,0.0,6.0,27684.0,3.0,12800.0,0.0
740,38.4,0.0,,25094.0,30.3,,5916.0,25.4,34100.0,,10036.0,10.0,4.0,0.0,14.0,24334.0,4.0,14400.0,0.0
741,17.62,1.0,,0.0,73.2,,163.0,64.6,38500.0,,8190.0,7.0,5.0,0.0,8.0,249341.0,5.0,30600.0,0.0
742,17.78,7.0,,35927.0,60.5,,0.0,44.8,23200.0,,3003.0,8.0,4.0,0.0,11.0,36165.0,4.0,7600.0,0.0
743,21.78,6.0,,60833.0,97.2,,0.0,85.6,50871.0,,994.0,8.0,6.0,0.0,15.0,409789.0,6.0,35100.0,0.0
744,6.97,3.0,,13000.0,26.0,,0.0,25.6,10600.0,,4145.0,3.0,2.0,0.0,6.0,206805.0,2.0,5600.0,0.0
745,21.78,2.0,,22157.0,70.9,,0.0,49.0,34600.0,,6234.0,3.0,4.0,0.0,9.0,128203.0,2.0,21400.0,0.0
746,16.37,0.0,,29695.0,99.5,,0.0,90.9,6200.0,,28.0,3.0,2.0,0.0,6.0,19820.0,2.0,5200.0,0.0
747,10.42,1.0,,30343.0,16.0,,0.0,10.8,92000.0,,52100.0,2.0,5.0,0.0,9.0,375431.0,2.0,62000.0,0.0
748,19.47,0.0,,8092.0,89.5,,0.0,26.2,13000.0,,105.0,3.0,1.0,0.0,8.0,7855.0,1.0,1000.0,0.0
749,9.97,0.0,,225704.0,94.7,,0.0,94.7,14000.0,,748.0,2.0,2.0,0.0,5.0,232870.0,2.0,14000.0,0.0
